,issue_id,date,local_path,extension,notice,xml_filepath,issue_title,collection_title,radio_channel,broadcast_time
11754,URI-1950-07-29-f,29/07/1950,"[""INA/Data/Magazines_d'information/Universite_radiophonique_internationale/PHD86062519_DY00295_01___EXPORT.MP3""]",MP3,PHD86062519,"[""INA/Data/Magazines_d'information/Universite_radiophonique_internationale/PHD86062519_DY00295_01___EXPORT.json""]",Le theme de Don Quichotte   5,Universite radiophonique internationale,Radio Television Francaise,
11755,URI-1950-08-05-a,05/08/1950,"[""INA/Data/Magazines_d'information/Universite_radiophonique_internationale/PHD86062520_DY00295_01___EXPORT.MP3""]",MP3,PHD86062520,"[""INA/Data/Magazines_d'information/Universite_radiophonique_internationale/PHD86062520_DY00295_01___EXPORT.json""]",Le theme de Don Quichotte   6,Universite radiophonique internationale,Radio Television Francaise,
11756,MagONU-1951-09-19-a,19/09/1951,['INA/Data/Les_organisations_internationales/PHD86062597_DY00630_01___EXPORT.MP3'],MP3,PHD86062597,['INA/Data/Les_organisations_internationales/PHD86062597_DY00630_01___EXPORT.json'],Les accidents de voiture,Magazine de l'ONU,Radio Television Francaise,19:15:00
11757,URI-1951-10-06-c,06/10/1951,"[""INA/Data/Magazines_d'information/Universite_radiophonique_internationale/PHD86062634_DY00807_01___EXPORT.MP3""]",MP3,PHD86062634,"[""INA/Data/Magazines_d'information/Universite_radiophonique_internationale/PHD86062634_DY00807_01___EXPORT.json""]",La proportion dans l'art   1,Universite radiophonique internationale,Radio Television Francaise,08:00:00
11758,URI-1951-10-13-c,13/10/1951,"[""INA/Data/Magazines_d'information/Universite_radiophonique_internationale/PHD86062635_DY00808_01___EXPORT.MP3""]",MP3,PHD86062635,"[""INA/Data/Magazines_d'information/Universite_radiophonique_internationale/PHD86062635_DY00808_01___EXPORT.json""]",La proportion dans l'art   2,Universite radiophonique internationale,Radio Television Francaise,08:00:00
11759,URI-1951-10-20-b,20/10/1951,"[""INA/Data/Magazines_d'information/Universite_radiophonique_internationale/PHD86062636_DY00809_01___EXPORT.MP3""]",MP3,PHD86062636,"[""INA/Data/Magazines_d'information/Universite_radiophonique_internationale/PHD86062636_DY00809_01___EXPORT.json""]",La proportion dans l'art   3,Universite radiophonique internationale,Radio Television Francaise,08:00:00
11760,URI-1951-10-27-b,27/10/1951,"[""INA/Data/Magazines_d'information/Universite_radiophonique_internationale/PHD86062637_DY00810_01___EXPORT.MP3""]",MP3,PHD86062637,"[""INA/Data/Magazines_d'information/Universite_radiophonique_internationale/PHD86062637_DY00810_01___EXPORT.json""]",La proportion dans l'art   4,Universite radiophonique internationale,Radio Television Francaise,08:00:00
11761,URI-1951-11-03-b,03/11/1951,"[""INA/Data/Magazines_d'information/Universite_radiophonique_internationale/PHD86062638_DY00811_01___EXPORT.MP3""]",MP3,PHD86062638,"[""INA/Data/Magazines_d'information/Universite_radiophonique_internationale/PHD86062638_DY00811_01___EXPORT.json""]",La proportion dans l'art   5,Universite radiophonique internationale,Radio Television Francaise,08:00:00
11762,URI-1951-11-10-b,10/11/1951,"[""INA/Data/Magazines_d'information/Universite_radiophonique_internationale/PHD86062643_DY00818_01___EXPORT.MP3""]",MP3,PHD86062643,"[""INA/Data/Magazines_d'information/Universite_radiophonique_internationale/PHD86062643_DY00818_01___EXPORT.json""]",La proportion dans l'art   6,Universite radiophonique internationale,Radio Television Francaise,08:00:00
11763,URI-1951-11-17-f,17/11/1951,"[""INA/Data/Magazines_d'information/Universite_radiophonique_internationale/PHD86062644_DY00819_01___EXPORT.MP3""]",MP3,PHD86062644,"[""INA/Data/Magazines_d'information/Universite_radiophonique_internationale/PHD86062644_DY00819_01___EXPORT.json""]",La proportion dans l'art   7,Universite radiophonique internationale,Radio Television Francaise,08:00:00
11764,URI-1951-11-24-c,24/11/1951,"[""INA/Data/Magazines_d'information/Universite_radiophonique_internationale/PHD86062645_DY00820_01___EXPORT.MP3""]",MP3,PHD86062645,"[""INA/Data/Magazines_d'information/Universite_radiophonique_internationale/PHD86062645_DY00820_01___EXPORT.json""]",La proportion dans l'art   8,Universite radiophonique internationale,Radio Television Francaise,08:00:00
11765,URI-1951-10-13-d,13/10/1951,"[""INA/Data/Magazines_d'information/Universite_radiophonique_internationale/PHD86062649_DY00841_01___EXPORT.MP3""]",MP3,PHD86062649,"[""INA/Data/Magazines_d'information/Universite_radiophonique_internationale/PHD86062649_DY00841_01___EXPORT.json""]",L'energie nucleaire et l'industrie,Universite radiophonique internationale,Radio Television Francaise,08:00:00
11766,URI-1951-10-13-e,13/10/1951,"[""INA/Data/Magazines_d'information/Universite_radiophonique_internationale/PHD86062650_DY00842_01___EXPORT.MP3""]",MP3,PHD86062650,"[""INA/Data/Magazines_d'information/Universite_radiophonique_internationale/PHD86062650_DY00842_01___EXPORT.json""]",La prehistoire : origines de l'homme,Universite radiophonique internationale,Radio Television Francaise,08:00:00
11767,URI-1951-10-20-c,20/10/1951,"[""INA/Data/Magazines_d'information/Universite_radiophonique_internationale/PHD86062653_DY00850_01___EXPORT.MP3""]",MP3,PHD86062653,"[""INA/Data/Magazines_d'information/Universite_radiophonique_internationale/PHD86062653_DY00850_01___EXPORT.json""]",Energie atomique,Universite radiophonique internationale,Radio Television Francaise,08:00:00
11768,URI-1951-10-27-c,27/10/1951,"[""INA/Data/Magazines_d'information/Universite_radiophonique_internationale/PHD86062658_DY00861_01___EXPORT.MP3""]",MP3,PHD86062658,"[""INA/Data/Magazines_d'information/Universite_radiophonique_internationale/PHD86062658_DY00861_01___EXPORT.json""]",L'energie atomique   4,Universite radiophonique internationale,Radio Television Francaise,08:00:00
11769,URI-1951-11-03-c,03/11/1951,"[""INA/Data/Magazines_d'information/Universite_radiophonique_internationale/PHD86062659_DY00862_01___EXPORT.MP3""]",MP3,PHD86062659,"[""INA/Data/Magazines_d'information/Universite_radiophonique_internationale/PHD86062659_DY00862_01___EXPORT.json""]",Energie atomique   5,Universite radiophonique internationale,Radio Television Francaise,08:00:00
11770,URI-1951-11-10-c,10/11/1951,"[""INA/Data/Magazines_d'information/Universite_radiophonique_internationale/PHD86062663_DY00885_01___EXPORT.MP3""]",MP3,PHD86062663,"[""INA/Data/Magazines_d'information/Universite_radiophonique_internationale/PHD86062663_DY00885_01___EXPORT.json""]",Energie nucleaire,Universite radiophonique internationale,Radio Television Francaise,08:00:00
11771,URI-1951-11-17-g,17/11/1951,"[""INA/Data/Magazines_d'information/Universite_radiophonique_internationale/PHD86062669_DY00902_01___EXPORT.MP3""]",MP3,PHD86062669,"[""INA/Data/Magazines_d'information/Universite_radiophonique_internationale/PHD86062669_DY00902_01___EXPORT.json""]",Le mecanisme de la Convention europeenne des Droits de l'homme,Universite radiophonique internationale,Radio Television Francaise,08:00:00
11772,URI-1951-11-24-d,24/11/1951,"[""INA/Data/Magazines_d'information/Universite_radiophonique_internationale/PHD86062675_DY00924_01___EXPORT.MP3""]",MP3,PHD86062675,"[""INA/Data/Magazines_d'information/Universite_radiophonique_internationale/PHD86062675_DY00924_01___EXPORT.json""]",Journee des nations,Universite radiophonique internationale,Radio Television Francaise,08:00:00
11773,URI-1951-12-15-e,15/12/1951,"[""INA/Data/Magazines_d'information/Universite_radiophonique_internationale/PHD86062684_DY00962_01___EXPORT.MP3""]",MP3,PHD86062684,"[""INA/Data/Magazines_d'information/Universite_radiophonique_internationale/PHD86062684_DY00962_01___EXPORT.json""]",Organisation europeenne des transports : Conseil de l'Europe,Universite radiophonique internationale,Radio Television Francaise,08:00:00
11774,URI-1951-12-29-h,29/12/1951,"[""INA/Data/Magazines_d'information/Universite_radiophonique_internationale/PHD86062685_DY00963_01___EXPORT.MP3""]",MP3,PHD86062685,"[""INA/Data/Magazines_d'information/Universite_radiophonique_internationale/PHD86062685_DY00963_01___EXPORT.json""]",CHRONIQUE DE L'UNESCO,Universite radiophonique internationale,Radio Television Francaise,
11775,URI-1952-02-14-b,14/02/1952,"[""INA/Data/Magazines_d'information/Universite_radiophonique_internationale/PHD86062721_DY01108_01___EXPORT.MP3""]",MP3,PHD86062721,"[""INA/Data/Magazines_d'information/Universite_radiophonique_internationale/PHD86062721_DY01108_01___EXPORT.json""]",Les methodes d'education active,Universite radiophonique internationale,Radio Television Francaise,08:00:00
11776,URI-1952-07-05-b,05/07/1952,"[""INA/Data/Magazines_d'information/Universite_radiophonique_internationale/PHD86062727_DY01134_01___EXPORT.MP3""]",MP3,PHD86062727,"[""INA/Data/Magazines_d'information/Universite_radiophonique_internationale/PHD86062727_DY01134_01___EXPORT.json""]",Les sciences du sol   1,Universite radiophonique internationale,Radio Television Francaise,08:00:01
11777,URI-1952-07-12-b,12/07/1952,"[""INA/Data/Magazines_d'information/Universite_radiophonique_internationale/PHD86062728_DY01135_01___EXPORT.MP3""]",MP3,PHD86062728,"[""INA/Data/Magazines_d'information/Universite_radiophonique_internationale/PHD86062728_DY01135_01___EXPORT.json""]",Les sciences du sol   2,Universite radiophonique internationale,Radio Television Francaise,
11778,URI-1952-07-19-e,19/07/1952,"[""INA/Data/Magazines_d'information/Universite_radiophonique_internationale/PHD86062729_DY01136_01___EXPORT.MP3""]",MP3,PHD86062729,"[""INA/Data/Magazines_d'information/Universite_radiophonique_internationale/PHD86062729_DY01136_01___EXPORT.json""]",Les sciences du sol   3,Universite radiophonique internationale,Radio Television Francaise,
11779,URI-1952-07-26-f,26/07/1952,"[""INA/Data/Magazines_d'information/Universite_radiophonique_internationale/PHD86062730_DY01137_01___EXPORT.MP3""]",MP3,PHD86062730,"[""INA/Data/Magazines_d'information/Universite_radiophonique_internationale/PHD86062730_DY01137_01___EXPORT.json""]",Les sciences du sol   4,Universite radiophonique internationale,Radio Television Francaise,08:00:00
11780,URI-1952-08-02-b,02/08/1952,"[""INA/Data/Magazines_d'information/Universite_radiophonique_internationale/PHD86062731_DY01138_01___EXPORT.MP3""]",MP3,PHD86062731,"[""INA/Data/Magazines_d'information/Universite_radiophonique_internationale/PHD86062731_DY01138_01___EXPORT.json""]",Les sciences du sol,Universite radiophonique internationale,Radio Television Francaise,08:00:00
11781,URI-1952-08-09-b,09/08/1952,"[""INA/Data/Magazines_d'information/Universite_radiophonique_internationale/PHD86062732_DY01139_01___EXPORT.MP3""]",MP3,PHD86062732,"[""INA/Data/Magazines_d'information/Universite_radiophonique_internationale/PHD86062732_DY01139_01___EXPORT.json""]",Les sciences du sol   6,Universite radiophonique internationale,Radio Television Francaise,
11782,URI-1952-08-16-b,16/08/1952,"[""INA/Data/Magazines_d'information/Universite_radiophonique_internationale/PHD86062755_DY01235_01___EXPORT.MP3""]",MP3,PHD86062755,"[""INA/Data/Magazines_d'information/Universite_radiophonique_internationale/PHD86062755_DY01235_01___EXPORT.json""]",Sciences du sol   1,Universite radiophonique internationale,Radio Television Francaise,
11783,URI-1952-08-23-b,23/08/1952,"[""INA/Data/Magazines_d'information/Universite_radiophonique_internationale/PHD86062756_DY01235_01___EXPORT.MP3""]",MP3,PHD86062756,"[""INA/Data/Magazines_d'information/Universite_radiophonique_internationale/PHD86062756_DY01235_01___EXPORT.json""]",Sciences du sol   2,Universite radiophonique internationale,Radio Television Francaise,
11784,URI-1952-08-30-b,30/08/1952,"[""INA/Data/Magazines_d'information/Universite_radiophonique_internationale/PHD86062757_DY01235_01___EXPORT.MP3""]",MP3,PHD86062757,"[""INA/Data/Magazines_d'information/Universite_radiophonique_internationale/PHD86062757_DY01235_01___EXPORT.json""]",Sciences du sol   3,Universite radiophonique internationale,Radio Television Francaise,
11785,URI-1952-09-06-d,06/09/1952,"[""INA/Data/Magazines_d'information/Universite_radiophonique_internationale/PHD86062758_DY01235_01___EXPORT.MP3""]",MP3,PHD86062758,"[""INA/Data/Magazines_d'information/Universite_radiophonique_internationale/PHD86062758_DY01235_01___EXPORT.json""]",Sciences du sol   4,Universite radiophonique internationale,Radio Television Francaise,
11786,URI-1952-09-13-b,13/09/1952,"[""INA/Data/Magazines_d'information/Universite_radiophonique_internationale/PHD86062759_DY01235_01___EXPORT.MP3""]",MP3,PHD86062759,"[""INA/Data/Magazines_d'information/Universite_radiophonique_internationale/PHD86062759_DY01235_01___EXPORT.json""]",Sciences du sol   5,Universite radiophonique internationale,Radio Television Francaise,
11787,URI-1952-09-20-d,20/09/1952,"[""INA/Data/Magazines_d'information/Universite_radiophonique_internationale/PHD86062760_DY01235_01___EXPORT.MP3""]",MP3,PHD86062760,"[""INA/Data/Magazines_d'information/Universite_radiophonique_internationale/PHD86062760_DY01235_01___EXPORT.json""]",Sciences du sol   6,Universite radiophonique internationale,Radio Television Francaise,
11788,URI-1952-09-27-f,27/09/1952,"[""INA/Data/Magazines_d'information/Universite_radiophonique_internationale/PHD86062761_DY01235_01___EXPORT.MP3""]",MP3,PHD86062761,"[""INA/Data/Magazines_d'information/Universite_radiophonique_internationale/PHD86062761_DY01235_01___EXPORT.json""]",Sciences du sol   7,Universite radiophonique internationale,Radio Television Francaise,
11789,URI-1952-06-14-b,14/06/1952,"[""INA/Data/Magazines_d'information/Universite_radiophonique_internationale/PHD86062786_DY01385_01___EXPORT.MP3""]",MP3,PHD86062786,"[""INA/Data/Magazines_d'information/Universite_radiophonique_internationale/PHD86062786_DY01385_01___EXPORT.json""]",L'UNESCO et l'education des adultes   1,Universite radiophonique internationale,Radio Television Francaise,14:00:00
11790,URI-1952-06-19-a,19/06/1952,"[""INA/Data/Magazines_d'information/Universite_radiophonique_internationale/PHD86062787_DY01386_01___EXPORT.MP3""]",MP3,PHD86062787,"[""INA/Data/Magazines_d'information/Universite_radiophonique_internationale/PHD86062787_DY01386_01___EXPORT.json""]",L'UNESCO et l'education des adultes   2,Universite radiophonique internationale,Radio Television Francaise,08:00:00
11791,URI-1952-06-21-a,21/06/1952,"[""INA/Data/Magazines_d'information/Universite_radiophonique_internationale/PHD86062792_DY01400_01___EXPORT.MP3""]",MP3,PHD86062792,"[""INA/Data/Magazines_d'information/Universite_radiophonique_internationale/PHD86062792_DY01400_01___EXPORT.json""]",L'energie et l'avenir,Universite radiophonique internationale,Radio Television Francaise,08:00:00
11792,URI-1953-01-17-c,17/01/1953,"[""INA/Data/Magazines_d'information/Universite_radiophonique_internationale/PHD86062883_DY01803_01___EXPORT.MP3""]",MP3,PHD86062883,"[""INA/Data/Magazines_d'information/Universite_radiophonique_internationale/PHD86062883_DY01803_01___EXPORT.json""]",Diplomatie : les Problemes de l'Europe nouvelle,Universite radiophonique internationale,Radio Television Francaise,08:00:00
11793,URI-1953-01-24-d,24/01/1953,"[""INA/Data/Magazines_d'information/Universite_radiophonique_internationale/PHD86062884_DY01804_01___EXPORT.MP3""]",MP3,PHD86062884,"[""INA/Data/Magazines_d'information/Universite_radiophonique_internationale/PHD86062884_DY01804_01___EXPORT.json""]",Diplomatie : les Problemes de l'Europe actuelle,Universite radiophonique internationale,Radio Television Francaise,
11794,URI-1953-01-31-c,31/01/1953,"[""INA/Data/Magazines_d'information/Universite_radiophonique_internationale/PHD86062885_DY01805_01___EXPORT.MP3""]",MP3,PHD86062885,"[""INA/Data/Magazines_d'information/Universite_radiophonique_internationale/PHD86062885_DY01805_01___EXPORT.json""]",Diplomatie : les Problemes de l'Europe actuelle,Universite radiophonique internationale,Radio Television Francaise,08:00:00
11795,URI-1953-02-07-d,07/02/1953,"[""INA/Data/Magazines_d'information/Universite_radiophonique_internationale/PHD86062886_DY01806_01___EXPORT.MP3""]",MP3,PHD86062886,"[""INA/Data/Magazines_d'information/Universite_radiophonique_internationale/PHD86062886_DY01806_01___EXPORT.json""]",Diplomatie : les Problemes de l'Europe actuelle,Universite radiophonique internationale,Radio Television Francaise,08:00:00
11796,URI-1953-07-04-e,04/07/1953,"[""INA/Data/Magazines_d'information/Universite_radiophonique_internationale/PHD86062929_DY02230_01___EXPORT.MP3""]",MP3,PHD86062929,"[""INA/Data/Magazines_d'information/Universite_radiophonique_internationale/PHD86062929_DY02230_01___EXPORT.json""]",Les idees politiques de Paul Valery,Universite radiophonique internationale,Radio Television Francaise,
11797,URI-1953-05-02-e,02/05/1953,"[""INA/Data/Magazines_d'information/Universite_radiophonique_internationale/PHD86062931_DY02073_01___EXPORT.MP3""]",MP3,PHD86062931,"[""INA/Data/Magazines_d'information/Universite_radiophonique_internationale/PHD86062931_DY02073_01___EXPORT.json""]",Politique : contribution a une science nouvelle,Universite radiophonique internationale,Radio Television Francaise,
11798,URI-1954-02-20-d,20/02/1954,"[""INA/Data/Magazines_d'information/Universite_radiophonique_internationale/PHD86063009_DY02557_01___EXPORT.MP3""]",MP3,PHD86063009,"[""INA/Data/Magazines_d'information/Universite_radiophonique_internationale/PHD86063009_DY02557_01___EXPORT.json""]",Panorama de la litterature anglaise   2 : le roman,Universite radiophonique internationale,Radio Television Francaise,
11799,URI-1954-02-27-e,27/02/1954,"[""INA/Data/Magazines_d'information/Universite_radiophonique_internationale/PHD86063010_DY02558_01___EXPORT.MP3""]",MP3,PHD86063010,"[""INA/Data/Magazines_d'information/Universite_radiophonique_internationale/PHD86063010_DY02558_01___EXPORT.json""]",Panorama de la litterature anglaise   1 : le theatre,Universite radiophonique internationale,Radio Television Francaise,
11800,URI-1954-03-06-c,06/03/1954,"[""INA/Data/Magazines_d'information/Universite_radiophonique_internationale/PHD86063018_DY02580_01___EXPORT.MP3""]",MP3,PHD86063018,"[""INA/Data/Magazines_d'information/Universite_radiophonique_internationale/PHD86063018_DY02580_01___EXPORT.json""]",Panorama de la litterature anglaise   3 : le theatre,Universite radiophonique internationale,Radio Television Francaise,
11801,URI-1954-03-13-e,13/03/1954,"[""INA/Data/Magazines_d'information/Universite_radiophonique_internationale/PHD86063024_DY02597_01___EXPORT.MP3""]",MP3,PHD86063024,"[""INA/Data/Magazines_d'information/Universite_radiophonique_internationale/PHD86063024_DY02597_01___EXPORT.json""]",Panorama de la litterature anglaise   4,Universite radiophonique internationale,Radio Television Francaise,
11802,URI-1954-03-20-c,20/03/1954,"[""INA/Data/Magazines_d'information/Universite_radiophonique_internationale/PHD86063025_DY02606_01___EXPORT.MP3""]",MP3,PHD86063025,"[""INA/Data/Magazines_d'information/Universite_radiophonique_internationale/PHD86063025_DY02606_01___EXPORT.json""]",Panorama de la litterature anglaise : la critique,Universite radiophonique internationale,Radio Television Francaise,
11803,URI-1954-03-27-a,27/03/1954,"[""INA/Data/Magazines_d'information/Universite_radiophonique_internationale/PHD86063028_DY02619_01___EXPORT.MP3""]",MP3,PHD86063028,"[""INA/Data/Magazines_d'information/Universite_radiophonique_internationale/PHD86063028_DY02619_01___EXPORT.json""]",Panorama de la litterature anglaise,Universite radiophonique internationale,Radio Television Francaise,
11804,URI-1954-08-28-a,28/08/1954,"[""INA/Data/Magazines_d'information/Universite_radiophonique_internationale/PHD86063085_DY02862_01___EXPORT.MP3""]",MP3,PHD86063085,"[""INA/Data/Magazines_d'information/Universite_radiophonique_internationale/PHD86063085_DY02862_01___EXPORT.json""]",Les grands voyages oceanographiques   8,Universite radiophonique internationale,Radio Television Francaise,
11805,URI-1954-09-04-a,04/09/1954,"[""INA/Data/Magazines_d'information/Universite_radiophonique_internationale/PHD86063086_DY02863_01___EXPORT.MP3""]",MP3,PHD86063086,"[""INA/Data/Magazines_d'information/Universite_radiophonique_internationale/PHD86063086_DY02863_01___EXPORT.json""]",Les grands voyages oceanographiques   9,Universite radiophonique internationale,Radio Television Francaise,
11806,URI-1954-09-11-c,11/09/1954,"[""INA/Data/Magazines_d'information/Universite_radiophonique_internationale/PHD86063087_DY02864_01___EXPORT.MP3""]",MP3,PHD86063087,"[""INA/Data/Magazines_d'information/Universite_radiophonique_internationale/PHD86063087_DY02864_01___EXPORT.json""]",Les grands voyages oceanographiques   10,Universite radiophonique internationale,Radio Television Francaise,08:00:00
11807,URI-1954-09-18-c,18/09/1954,"[""INA/Data/Magazines_d'information/Universite_radiophonique_internationale/PHD86063088_DY02865_01___EXPORT.MP3""]",MP3,PHD86063088,"[""INA/Data/Magazines_d'information/Universite_radiophonique_internationale/PHD86063088_DY02865_01___EXPORT.json""]",Les grands voyages oceanographiques   11,Universite radiophonique internationale,Radio Television Francaise,08:00:00
11808,URI-1954-09-18-d,18/09/1954,"[""INA/Data/Magazines_d'information/Universite_radiophonique_internationale/PHD86063091_DY02871_01___EXPORT.MP3""]",MP3,PHD86063091,"[""INA/Data/Magazines_d'information/Universite_radiophonique_internationale/PHD86063091_DY02871_01___EXPORT.json""]",Les grands voyages oceanographiques,Universite radiophonique internationale,Radio Television Francaise,08:00:00
11809,URI-1954-10-02-a,02/10/1954,"[""INA/Data/Magazines_d'information/Universite_radiophonique_internationale/PHD86063092_DY02872_01___EXPORT.MP3""]",MP3,PHD86063092,"[""INA/Data/Magazines_d'information/Universite_radiophonique_internationale/PHD86063092_DY02872_01___EXPORT.json""]",Les grands voyages oceanographiques,Universite radiophonique internationale,Radio Television Francaise,08:00:00
11810,URI-1954-10-09-a,09/10/1954,"[""INA/Data/Magazines_d'information/Universite_radiophonique_internationale/PHD86063093_DY02873_01___EXPORT.MP3""]",MP3,PHD86063093,"[""INA/Data/Magazines_d'information/Universite_radiophonique_internationale/PHD86063093_DY02873_01___EXPORT.json""]",Les grands voyages oceanographiques,Universite radiophonique internationale,Radio Television Francaise,08:00:00
11811,URI-1954-09-01-a,01/09/1954,"[""INA/Data/Magazines_d'information/Universite_radiophonique_internationale/PHD86063110_DY02959_01___EXPORT.MP3""]",MP3,PHD86063110,"[""INA/Data/Magazines_d'information/Universite_radiophonique_internationale/PHD86063110_DY02959_01___EXPORT.json""]",Relief sous marin des oceans,Universite radiophonique internationale,Radio Television Francaise,
11812,URI-1954-09-01-b,01/09/1954,"[""INA/Data/Magazines_d'information/Universite_radiophonique_internationale/PHD86063111_DY02960_01___EXPORT.MP3""]",MP3,PHD86063111,"[""INA/Data/Magazines_d'information/Universite_radiophonique_internationale/PHD86063111_DY02960_01___EXPORT.json""]",L'apport de l'expedition scientifique en oceanographie,Universite radiophonique internationale,Radio Television Francaise,
11813,URI-1954-10-02-b,02/10/1954,"[""INA/Data/Magazines_d'information/Universite_radiophonique_internationale/PHD86063112_DY02966_01___EXPORT.MP3""]",MP3,PHD86063112,"[""INA/Data/Magazines_d'information/Universite_radiophonique_internationale/PHD86063112_DY02966_01___EXPORT.json""]",Sciences physiques : la houille,Universite radiophonique internationale,Radio Television Francaise,08:00:00
11814,URI-1954-10-09-b,09/10/1954,"[""INA/Data/Magazines_d'information/Universite_radiophonique_internationale/PHD86063113_DY02983_01___EXPORT.MP3""]",MP3,PHD86063113,"[""INA/Data/Magazines_d'information/Universite_radiophonique_internationale/PHD86063113_DY02983_01___EXPORT.json""]",Sciences physiques : la houille   2,Universite radiophonique internationale,Radio Television Francaise,
11815,URI-1954-10-16-a,16/10/1954,"[""INA/Data/Magazines_d'information/Universite_radiophonique_internationale/PHD86063114_DY02983_01___EXPORT.MP3""]",MP3,PHD86063114,"[""INA/Data/Magazines_d'information/Universite_radiophonique_internationale/PHD86063114_DY02983_01___EXPORT.json""]",Sciences physiques : la houille   3,Universite radiophonique internationale,Radio Television Francaise,
11816,URI-1954-10-18-a,18/10/1954,"[""INA/Data/Magazines_d'information/Universite_radiophonique_internationale/PHD86063119_DY03008_01___EXPORT.MP3""]",MP3,PHD86063119,"[""INA/Data/Magazines_d'information/Universite_radiophonique_internationale/PHD86063119_DY03008_01___EXPORT.json""]",Sciences physiques : la houille,Universite radiophonique internationale,Radio Television Francaise,
11817,URI-1954-10-30-a,30/10/1954,"[""INA/Data/Magazines_d'information/Universite_radiophonique_internationale/PHD86063122_DY03017_01___EXPORT.MP3""]",MP3,PHD86063122,"[""INA/Data/Magazines_d'information/Universite_radiophonique_internationale/PHD86063122_DY03017_01___EXPORT.json""]",Sciences physiques : la houille,Universite radiophonique internationale,Radio Television Francaise,08:00:00
11818,URI-1954-12-04-a,04/12/1954,"[""INA/Data/Magazines_d'information/Universite_radiophonique_internationale/PHD86063123_DY03018_01___EXPORT.MP3""]",MP3,PHD86063123,"[""INA/Data/Magazines_d'information/Universite_radiophonique_internationale/PHD86063123_DY03018_01___EXPORT.json""]",La houille,Universite radiophonique internationale,Radio Television Francaise,08:00:00
11819,URI-1954-11-06-b,06/11/1954,"[""INA/Data/Magazines_d'information/Universite_radiophonique_internationale/PHD86063124_DY03018BIS_01___EXPORT.MP3""]",MP3,PHD86063124,"[""INA/Data/Magazines_d'information/Universite_radiophonique_internationale/PHD86063124_DY03018BIS_01___EXPORT.json""]",La houille,Universite radiophonique internationale,Radio Television Francaise,08:00:00
11820,URI-1954-11-13-a,13/11/1954,"[""INA/Data/Magazines_d'information/Universite_radiophonique_internationale/PHD86063126_DY03035_01___EXPORT.MP3""]",MP3,PHD86063126,"[""INA/Data/Magazines_d'information/Universite_radiophonique_internationale/PHD86063126_DY03035_01___EXPORT.json""]",La houille,Universite radiophonique internationale,Radio Television Francaise,08:00:00
11821,URI-1954-11-20-a,20/11/1954,"[""INA/Data/Magazines_d'information/Universite_radiophonique_internationale/PHD86063127_DY03036_01___EXPORT.MP3""]",MP3,PHD86063127,"[""INA/Data/Magazines_d'information/Universite_radiophonique_internationale/PHD86063127_DY03036_01___EXPORT.json""]",La houille,Universite radiophonique internationale,Radio Television Francaise,
11822,URI-1949-12-23-a,23/12/1949,"[""INA/Data/Magazines_d'information/Universite_radiophonique_internationale/PHD86063141_DE01663_01___EXPORT.MP3""]",MP3,PHD86063141,"[""INA/Data/Magazines_d'information/Universite_radiophonique_internationale/PHD86063141_DE01663_01___EXPORT.json""]",Alimentation : alimentation et travail,Universite radiophonique internationale,Radio Television Francaise,
11823,URI-1950-01-07-a,07/01/1950,"[""INA/Data/Magazines_d'information/Universite_radiophonique_internationale/PHD86063201_DE01830_01___EXPORT.MP3""]",MP3,PHD86063201,"[""INA/Data/Magazines_d'information/Universite_radiophonique_internationale/PHD86063201_DE01830_01___EXPORT.json""]",Le theme de Don Juan : le libertin de shadwell,Universite radiophonique internationale,Radio Television Francaise,
11824,URI-1950-01-14-c,14/01/1950,"[""INA/Data/Magazines_d'information/Universite_radiophonique_internationale/PHD86063231_DE01899_01___EXPORT.MP3""]",MP3,PHD86063231,"[""INA/Data/Magazines_d'information/Universite_radiophonique_internationale/PHD86063231_DE01899_01___EXPORT.json""]",Le cancer,Universite radiophonique internationale,Radio Television Francaise,
11825,URI-1950-01-21-a,21/01/1950,"[""INA/Data/Magazines_d'information/Universite_radiophonique_internationale/PHD86063268_DE02007_01___EXPORT.MP3""]",MP3,PHD86063268,"[""INA/Data/Magazines_d'information/Universite_radiophonique_internationale/PHD86063268_DE02007_01___EXPORT.json""]",Clarisse HARLOWE  de RICHARDSON,Universite radiophonique internationale,Radio Television Francaise,
11826,URI-1950-01-28-a,28/01/1950,"[""INA/Data/Magazines_d'information/Universite_radiophonique_internationale/PHD86063270_DE02009_01___EXPORT.MP3""]",MP3,PHD86063270,"[""INA/Data/Magazines_d'information/Universite_radiophonique_internationale/PHD86063270_DE02009_01___EXPORT.json""]",Art et litterature : le theme de Don Juan : les liaisons dangereuses,Universite radiophonique internationale,Radio Television Francaise,
11827,URI-1950-01-28-b,28/01/1950,"[""INA/Data/Magazines_d'information/Universite_radiophonique_internationale/PHD86063287_DE02069_01___EXPORT.MP3""]",MP3,PHD86063287,"[""INA/Data/Magazines_d'information/Universite_radiophonique_internationale/PHD86063287_DE02069_01___EXPORT.json""]",Les liaisons dangereuses,Universite radiophonique internationale,Radio Television Francaise,08:15:00
