Type de notice	Titre propre-Titre collection-date de diffusion-Chaine de diffusion-Heure de diffusion-Notice-Date de diffusion	Identifiant notice	Fichier source	Nom du fichier	TC IN	TC OUT	Format	Répertoire	Chemin
EMISSION RAD.	Titre: La dissidence sovietique - Titre collection:Le telephone sonne - Date:13/11/1978 - Chaine:Radio France - Heure:19:23:25 comment= notice PHD96007461 13/11/1978	PHD96007461	78F05001H1900SA0317_01.MP3	PHD96007461_78F05001H1900SA0317_01_233211_541105_EXPORT.MP3	00:23:32:11	00:54:11:05	FVISIO	Le téléphone sonne	iMPRESSO\Magazines_d'information\Le_telephone_sonne
EMISSION RAD.	Titre: Les chretiens et les marxistes - Titre collection:Le telephone sonne - Date:09/03/1978 - Chaine:Radio France - Heure:19:17:40 comment= notice PHD96007486 09/03/1978	PHD96007486	78F05001H1900SA0068_01.MP3	PHD96007486_78F05001H1900SA0068_01_164001_531223_EXPORT.MP3	00:16:40:01	00:53:12:23	FVISIO	Le téléphone sonne	iMPRESSO\Magazines_d'information\Le_telephone_sonne
EMISSION RAD.	Titre: Les modalites de vote - Titre collection:Le telephone sonne - Date:10/03/1978 - Chaine:Radio France - Heure:19:18:55 comment= notice PHD96007499 10/03/1978	PHD96007499	78F05001H1900SA0069_01.MP3	PHD96007499_78F05001H1900SA0069_01_174721_514107_EXPORT.MP3	00:17:47:21	00:51:41:07	FVISIO	Le téléphone sonne	iMPRESSO\Magazines_d'information\Le_telephone_sonne
EMISSION RAD.	Titre: La politique etrangere de la France apres les elections legislatives - Titre collection:Le telephone sonne - Date:02/03/1978 - Chaine:Radio France - Heure:19:18:00 comment= notice PHD96007550 02/03/1978	PHD96007550	78F05001H1900SA0061_01.MP3	PHD96007550_78F05001H1900SA0061_01_175808_534606_EXPORT.MP3	00:17:58:08	00:53:46:06	FVISIO	Le téléphone sonne	iMPRESSO\Magazines_d'information\Le_telephone_sonne
EMISSION RAD.	Titre: Les sondages  leur technique  leur reglementation - Titre collection:Le telephone sonne - Date:03/03/1978 - Chaine:Radio France - Heure:19:17:15 comment= notice PHD96007565 03/03/1978	PHD96007565	78F05001H1900SA0062_01.MP3	PHD96007565_78F05001H1900SA0062_01_170721_533113_EXPORT.MP3	00:17:07:21	00:53:31:13	FVISIO	Le téléphone sonne	iMPRESSO\Magazines_d'information\Le_telephone_sonne
EMISSION RAD.	Titre: La situation de l'agriculture - Titre collection:Le telephone sonne - Date:06/03/1978 - Chaine:Radio France - Heure:19:18:05 comment= notice PHD96007605 06/03/1978	PHD96007605	78F05001H1900SA0065_01.MP3	PHD96007605_78F05001H1900SA0065_01_174808_515608_EXPORT.MP3	00:17:48:08	00:51:56:08	FVISIO	Le téléphone sonne	iMPRESSO\Magazines_d'information\Le_telephone_sonne
EMISSION RAD.	Titre: L'eglise a la veille des elections - Titre collection:Le telephone sonne - Date:07/03/1978 - Chaine:Radio France - Heure:19:15:30 comment= notice PHD96007613 07/03/1978	PHD96007613	78F05001H1900SA0066_01.MP3	PHD96007613_78F05001H1900SA0066_01_141520_552308_EXPORT.MP3	00:14:15:20	00:55:23:08	FVISIO	Le téléphone sonne	iMPRESSO\Magazines_d'information\Le_telephone_sonne
EMISSION RAD.	Titre: Les resultats du 1er tour des legislatives - Titre collection:Le telephone sonne - Date:13/03/1978 - Chaine:Radio France - Heure:19:19:00 comment= notice PHD96007652 13/03/1978	PHD96007652	78F05001H1900SA0072_01.MP3	PHD96007652_78F05001H1900SA0072_01_185218_520502_EXPORT.MP3	00:18:52:18	00:52:05:02	FVISIO	Le téléphone sonne	iMPRESSO\Magazines_d'information\Le_telephone_sonne
EMISSION RAD.	Titre: L'Italie malade du terrorisme - Titre collection:Le telephone sonne - Date:16/03/1978 - Chaine:Radio France - Heure:19:23:30 comment= notice PHD96007712 16/03/1978	PHD96007712	78F05001H1900SA0075_01.MP3	PHD96007712_78F05001H1900SA0075_01_231818_542904_EXPORT.MP3	00:23:18:18	00:54:29:04	FVISIO	Le téléphone sonne	iMPRESSO\Magazines_d'information\Le_telephone_sonne
EMISSION RAD.	Titre: Les elections legislatives - Titre collection:Le telephone sonne - Date:15/03/1978 - Chaine:Radio France - Heure:19:18:50 comment= notice PHD96007713 15/03/1978	PHD96007713	78F05001H1900SA0074_01.MP3	PHD96007713_78F05001H1900SA0074_01_183217_593409_EXPORT.MP3	00:18:32:17	00:59:34:09	FVISIO	Le téléphone sonne	iMPRESSO\Magazines_d'information\Le_telephone_sonne
EMISSION RAD.	Titre: La finale du Tournoi des Cinq Nations - Titre collection:Le telephone sonne - Date:17/03/1978 - Chaine:Radio France - Heure:19:24:00 comment= notice PHD96007718 17/03/1978	PHD96007718	78F05001H1900SA0076_01.MP3	PHD96007718_78F05001H1900SA0076_01_235411_524208_EXPORT.MP3	00:23:54:11	00:52:42:08	FVISIO	Le téléphone sonne	iMPRESSO\Magazines_d'information\Le_telephone_sonne
EMISSION RAD.	Titre: La consommation  la concurrence et les prix - Titre collection:Le telephone sonne - Date:08/11/1977 - Chaine:Radio France - Heure:19:20:35 comment= notice PHD97003405 08/11/1977	PHD97003405	77F05001H1900SA0312_01.MP3	PHD97003405_77F05001H1900SA0312_01_203112_523313_EXPORT.MP3	00:20:31:12	00:52:33:13	FVISIO	Le téléphone sonne	iMPRESSO\Magazines_d'information\Le_telephone_sonne
EMISSION RAD.	Titre: Le telephone sonne : le terrorisme allemand - Titre collection:Le telephone sonne - Date:20/10/1977 - Chaine:Radio France - Heure:19:20:00 comment= notice PHD97003472 20/10/1977	PHD97003472	77F05001H1900SA0293_01.MP3	PHD97003472_77F05001H1900SA0293_01_195523_530421_EXPORT.MP3	00:19:55:23	00:53:04:21	FVISIO	Le téléphone sonne	iMPRESSO\Magazines_d'information\Le_telephone_sonne
EMISSION RAD.	Titre: Le telephone sonne : la recherche universitaire en France - Titre collection:Le telephone sonne - Date:25/10/1977 - Chaine:Radio France - Heure:19:18:30 comment= notice PHD97003490 25/10/1977	PHD97003490	77F05001H1900SA0298_01.MP3	PHD97003490_77F05001H1900SA0298_01_184318_500801_EXPORT.MP3	00:18:43:18	00:50:08:01	FVISIO	Le téléphone sonne	iMPRESSO\Magazines_d'information\Le_telephone_sonne
EMISSION RAD.	"Titre: Le telephone sonne : coup de frein donne au ""tout electrique"" - Titre collection:Le telephone sonne - Date:24/10/1977 - Chaine:Radio France - Heure:19:19:10 comment= notice PHD97003504 24/10/1977"	PHD97003504	77F05001H1900SA0297_01.MP3	PHD97003504_77F05001H1900SA0297_01_191909_501610_EXPORT.MP3	00:19:19:09	00:50:16:10	FVISIO	Le téléphone sonne	iMPRESSO\Magazines_d'information\Le_telephone_sonne
EMISSION RAD.	Titre: Le telephone sonne : la cooperation francaise en Afrique - Titre collection:Le telephone sonne - Date:27/10/1977 - Chaine:Radio France - Heure:19:17:00 comment= notice PHD97003524 27/10/1977	PHD97003524	77F05001H1900SA0300_01.MP3	PHD97003524_77F05001H1900SA0300_01_163210_480918_EXPORT.MP3	00:16:32:10	00:48:09:18	FVISIO	Le téléphone sonne	iMPRESSO\Magazines_d'information\Le_telephone_sonne
EMISSION RAD.	Titre: L'espionnage - Titre collection:Le telephone sonne - Date:26/10/1977 - Chaine:Radio France - Heure:19:21:00 comment= notice PHD97003532 26/10/1977	PHD97003532	77F05001H1900SA0299_01.MP3	PHD97003532_77F05001H1900SA0299_01_205309_510801_EXPORT.MP3	00:20:53:09	00:51:08:01	FVISIO	Le téléphone sonne	iMPRESSO\Magazines_d'information\Le_telephone_sonne
EMISSION RAD.	Titre: Le jardinage - Titre collection:Le telephone sonne - Date:31/10/1977 - Chaine:Radio France - Heure:19:17:50 comment= notice PHD97003575 31/10/1977	PHD97003575	77F05001H1900SA0304_01.MP3	PHD97003575_77F05001H1900SA0304_01_174010_503223_EXPORT.MP3	00:17:40:10	00:50:32:23	FVISIO	Le téléphone sonne	iMPRESSO\Magazines_d'information\Le_telephone_sonne
EMISSION RAD.	Titre: Les autoroutes et la circulation - Titre collection:Le telephone sonne - Date:28/10/1977 - Chaine:Radio France - Heure:19:17:40 comment= notice PHD97003552 28/10/1977	PHD97003552	77F05001H1900SA0301_01.MP3	PHD97003552_77F05001H1900SA0301_01_173218_475811_EXPORT.MP3	00:17:32:18	00:47:58:11	FVISIO	Le téléphone sonne	iMPRESSO\Magazines_d'information\Le_telephone_sonne
EMISSION RAD.	Titre: La politique du logement - Titre collection:Le telephone sonne - Date:04/10/1977 - Chaine:Radio France - Heure:19:16:00 comment= notice PHD97003588 04/10/1977	PHD97003588	77F05001H1900SA0277_01.MP3	PHD97003588_77F05001H1900SA0277_01_134410_500620_EXPORT.MP3	00:13:44:10	00:50:06:20	FVISIO	Le téléphone sonne	iMPRESSO\Magazines_d'information\Le_telephone_sonne
EMISSION RAD.	Titre: La condition feminine - Titre collection:Le telephone sonne - Date:03/10/1977 - Chaine:Radio France - Heure:19:17:00 comment= notice PHD97003606 03/10/1977	PHD97003606	77F05001H1900SA0276_01.MP3	PHD97003606_77F05001H1900SA0276_01_163217_513323_EXPORT.MP3	00:16:32:17	00:51:33:23	FVISIO	Le téléphone sonne	iMPRESSO\Magazines_d'information\Le_telephone_sonne
EMISSION RAD.	Titre: Le role des comites de parents dans les ecoles primaires - Titre collection:Le telephone sonne - Date:14/10/1977 - Chaine:Radio France - Heure:19:18:25 comment= notice PHD97003639 14/10/1977	PHD97003639	77F05001H1900SA0287_01.MP3	PHD97003639_77F05001H1900SA0287_01_191907_522517_EXPORT.MP3	00:19:19:07	00:52:25:17	FVISIO	Le téléphone sonne	iMPRESSO\Magazines_d'information\Le_telephone_sonne
EMISSION RAD.	Titre: La semaine sur le cancer - Titre collection:Le telephone sonne - Date:13/10/1977 - Chaine:Radio France - Heure:19:26:20 comment= notice PHD97003653 13/10/1977	PHD97003653	77F05001H1900SA0286_01.MP3	PHD97003653_77F05001H1900SA0286_01_262602_553521_EXPORT.MP3	00:26:26:02	00:55:35:21	FVISIO	Le téléphone sonne	iMPRESSO\Magazines_d'information\Le_telephone_sonne
EMISSION RAD.	Titre: Elections aux comites de parents des ecoles maternelles et primaires - Titre collection:Le telephone sonne - Date:12/10/1977 - Chaine:Radio France - Heure:19:19:50 comment= notice PHD97003673 12/10/1977	PHD97003673	77F05001H1900SA0285_01.MP3	PHD97003673_77F05001H1900SA0285_01_201323_521823_EXPORT.MP3	00:20:13:23	00:52:18:23	FVISIO	Le téléphone sonne	iMPRESSO\Magazines_d'information\Le_telephone_sonne
EMISSION RAD.	Titre: La reincarnation - Titre collection:Le telephone sonne - Date:10/10/1977 - Chaine:Radio France - Heure:19:17:10 comment= notice PHD97003729 10/10/1977	PHD97003729	77F05001H1900SA0283_01.MP3	PHD97003729_77F05001H1900SA0283_01_173112_473213_EXPORT.MP3	00:17:31:12	00:47:32:13	FVISIO	Le téléphone sonne	iMPRESSO\Magazines_d'information\Le_telephone_sonne
EMISSION RAD.	Titre: La circulation automobile en France - Titre collection:Le telephone sonne - Date:11/10/1977 - Chaine:Radio France - Heure:19:15:20 comment= notice PHD97003714 11/10/1977	PHD97003714	77F05001H1900SA0284_01.MP3	PHD97003714_77F05001H1900SA0284_01_153003_512524_EXPORT.MP3	00:15:30:03	00:51:25:24	FVISIO	Le téléphone sonne	iMPRESSO\Magazines_d'information\Le_telephone_sonne
EMISSION RAD.	Titre: La vieillesse - Titre collection:Le telephone sonne - Date:18/10/1977 - Chaine:Radio France - Heure:19:21:30 comment= notice PHD97003770 18/10/1977	PHD97003770	77F05001H1900SA0291_01.MP3	PHD97003770_77F05001H1900SA0291_01_213101_505521_EXPORT.MP3	00:21:31:01	00:50:55:21	FVISIO	Le téléphone sonne	iMPRESSO\Magazines_d'information\Le_telephone_sonne
EMISSION RAD.	Titre: Le terrorisme - Titre collection:Le telephone sonne - Date:17/10/1977 - Chaine:Radio France - Heure:19:21:45 comment= notice PHD97003772 17/10/1977	PHD97003772	77F05001H1900SA0290_01.MP3	PHD97003772_77F05001H1900SA0290_01_214508_511924_EXPORT.MP3	00:21:45:08	00:51:19:24	FVISIO	Le téléphone sonne	iMPRESSO\Magazines_d'information\Le_telephone_sonne
EMISSION RAD.	Titre: Georges SEGUY - Titre collection:Le telephone sonne - Date:19/10/1977 - Chaine:Radio France - Heure:19:19:00 comment= notice PHD97003821 19/10/1977	PHD97003821	77F05001H1900SA0292_01.MP3	PHD97003821_77F05001H1900SA0292_01_185216_501207_EXPORT.MP3	00:18:52:16	00:50:12:07	FVISIO	Le téléphone sonne	iMPRESSO\Magazines_d'information\Le_telephone_sonne
EMISSION RAD.	Titre: Le meuble contemporain - Titre collection:Le telephone sonne - Date:07/10/1977 - Chaine:Radio France - Heure:19:15:50 comment= notice PHD97003835 07/10/1977	PHD97003835	77F05001H1900SA0280_01.MP3	PHD97003835_77F05001H1900SA0280_01_155520_503200_EXPORT.MP3	00:15:55:20	00:50:32:00	FVISIO	Le téléphone sonne	iMPRESSO\Magazines_d'information\Le_telephone_sonne
EMISSION RAD.	Titre: Les sondages - Titre collection:Le telephone sonne - Date:05/10/1977 - Chaine:Radio France - Heure:19:16:45 comment= notice PHD97003857 05/10/1977	PHD97003857	77F05001H1900SA0278_01.MP3	PHD97003857_77F05001H1900SA0278_01_164211_524220_EXPORT.MP3	00:16:42:11	00:52:42:20	FVISIO	Le téléphone sonne	iMPRESSO\Magazines_d'information\Le_telephone_sonne
EMISSION RAD.	Titre: La politique du CDS - Titre collection:Le telephone sonne - Date:06/10/1977 - Chaine:Radio France - Heure:19:18:00 comment= notice PHD97003845 06/10/1977	PHD97003845	77F05001H1900SA0279_01.MP3	PHD97003845_77F05001H1900SA0279_01_173322_522808_EXPORT.MP3	00:17:33:22	00:52:28:08	FVISIO	Le téléphone sonne	iMPRESSO\Magazines_d'information\Le_telephone_sonne
EMISSION RAD.	Titre: L'enseignement public et prive - Titre collection:Le telephone sonne - Date:01/02/1978 - Chaine:Radio France - Heure:19:19:30 comment= notice PHD97003881 01/02/1978	PHD97003881	78F05001H1900SA0032_01.MP3	PHD97003881_78F05001H1900SA0032_01_173222_571720_EXPORT.MP3	00:17:32:22	00:57:17:20	FVISIO	Le téléphone sonne	iMPRESSO\Magazines_d'information\Le_telephone_sonne
EMISSION RAD.	Titre: La RATP - Titre collection:Le telephone sonne - Date:01/02/1979 - Chaine:Radio France - Heure:19:24:00 comment= notice PHD97003882 01/02/1979	PHD97003882	79F05001H1900SA0032_01.MP3	PHD97003882_79F05001H1900SA0032_01_215208_552019_EXPORT.MP3	00:21:52:08	00:55:20:19	FVISIO	Le téléphone sonne	iMPRESSO\Magazines_d'information\Le_telephone_sonne
EMISSION RAD.	Titre: Enquete sur des medecins - Titre collection:Le telephone sonne - Date:02/02/1978 - Chaine:Radio France - Heure:19:21:50 comment= notice PHD97003891 02/02/1978	PHD97003891	78F05001H1900SA0033_01.MP3	PHD97003891_78F05001H1900SA0033_01_210410_545404_EXPORT.MP3	00:21:04:10	00:54:54:04	FVISIO	Le téléphone sonne	iMPRESSO\Magazines_d'information\Le_telephone_sonne
EMISSION RAD.	Titre: Les elections legislatives - Titre collection:Le telephone sonne - Date:03/02/1978 - Chaine:Radio France - Heure:19:17:00 comment= notice PHD97003907 03/02/1978	PHD97003907	78F05001H1900SA0034_01.MP3	PHD97003907_78F05001H1900SA0034_01_154921_1035120_EXPORT.MP3	00:15:49:21	01:03:51:20	FVISIO	Le téléphone sonne	iMPRESSO\Magazines_d'information\Le_telephone_sonne
EMISSION RAD.	Titre: Jean LECANUET et Roland LEROY - Titre collection:Le telephone sonne - Date:06/02/1978 - Chaine:Radio France - Heure:19:15:00 comment= notice PHD97003949 06/02/1978	PHD97003949	78F05001H1900SA0037_01.MP3	PHD97003949_78F05001H1900SA0037_01_153522_1024503_EXPORT.MP3	00:15:35:22	01:02:45:03	FVISIO	Le téléphone sonne	iMPRESSO\Magazines_d'information\Le_telephone_sonne
EMISSION RAD.	Titre: La crise economique - Titre collection:Le telephone sonne - Date:08/02/1978 - Chaine:Radio France - Heure:19:17:45 comment= notice PHD97003987 08/02/1978	PHD97003987	78F05001H1900SA0039_01.MP3	PHD97003987_78F05001H1900SA0039_01_174619_1001006_EXPORT.MP3	00:17:46:19	01:00:10:06	FVISIO	Le téléphone sonne	iMPRESSO\Magazines_d'information\Le_telephone_sonne
EMISSION RAD.	Titre: La magistrature - Titre collection:Le telephone sonne - Date:07/02/1978 - Chaine:Radio France - Heure:19:22:10 comment= notice PHD97003964 07/02/1978	PHD97003964	78F05001H1900SA0038_01.MP3	PHD97003964_78F05001H1900SA0038_01_220301_555016_EXPORT.MP3	00:22:03:01	00:55:50:16	FVISIO	Le téléphone sonne	iMPRESSO\Magazines_d'information\Le_telephone_sonne
EMISSION RAD.	Titre: La preparation des elections legislatives - Titre collection:Le telephone sonne - Date:09/02/1978 - Chaine:Radio France - Heure:19:16:25 comment= notice PHD97004003 09/02/1978	PHD97004003	78F05001H1900SA0040_01.MP3	PHD97004003_78F05001H1900SA0040_01_144302_1023508_EXPORT.MP3	00:14:43:02	01:02:35:08	FVISIO	Le téléphone sonne	iMPRESSO\Magazines_d'information\Le_telephone_sonne
EMISSION RAD.	Titre: Le statut de l'athlete - Titre collection:Le telephone sonne - Date:14/02/1978 - Chaine:Radio France - Heure:19:21:20 comment= notice PHD97004072 14/02/1978	PHD97004072	78F05001H1900SA0045_01.MP3	PHD97004072_78F05001H1900SA0045_01___EXPORT.MP3	:::	:::	FVISIO	Le téléphone sonne	iMPRESSO\Magazines_d'information\Le_telephone_sonne
EMISSION RAD.	Titre: L'avenir des institutions - Titre collection:Le telephone sonne - Date:15/02/1978 - Chaine:Radio France - Heure:19:16:10 comment= notice PHD97004087 15/02/1978	PHD97004087	78F05001H1900SA0046_01.MP3	PHD97004087_78F05001H1900SA0046_01_160312_1010101_EXPORT.MP3	00:16:03:12	01:01:01:01	FVISIO	Le téléphone sonne	iMPRESSO\Magazines_d'information\Le_telephone_sonne
EMISSION RAD.	Titre: Les cadres a 24 jours des elections - Titre collection:Le telephone sonne - Date:16/02/1978 - Chaine:Radio France - Heure:19:18:25 comment= notice PHD97004108 16/02/1978	PHD97004108	78F05001H1900SA0047_01.MP3	PHD97004108_78F05001H1900SA0047_01_181912_534609_EXPORT.MP3	00:18:19:12	00:53:46:09	FVISIO	Le téléphone sonne	iMPRESSO\Magazines_d'information\Le_telephone_sonne
EMISSION RAD.	Titre: Les entreprises apres les elections - Titre collection:Le telephone sonne - Date:17/02/1978 - Chaine:Radio France - Heure:19:25:25 comment= notice PHD97004127 17/02/1978	PHD97004127	78F05001H1900SA0048_01.MP3	PHD97004127_78F05001H1900SA0048_01_251819_1001519_EXPORT.MP3	00:25:18:19	01:00:15:19	FVISIO	Le téléphone sonne	iMPRESSO\Magazines_d'information\Le_telephone_sonne
EMISSION RAD.	Titre: Le RPR et les elections legislatives - Titre collection:Le telephone sonne - Date:20/02/1978 - Chaine:Radio France - Heure:19:18:45 comment= notice PHD97004166 20/02/1978	PHD97004166	78F05001H1900SA0051_01.MP3	PHD97004166_78F05001H1900SA0051_01_183717_1014603_EXPORT.MP3	00:18:37:17	01:01:46:03	FVISIO	Le téléphone sonne	iMPRESSO\Magazines_d'information\Le_telephone_sonne
EMISSION RAD.	Titre: Le PC et les elections legislatives - Titre collection:Le telephone sonne - Date:22/02/1978 - Chaine:Radio France - Heure:19:14:40 comment= notice PHD97004197 22/02/1978	PHD97004197	78F05001H1900SA0053_01.MP3	PHD97004197_78F05001H1900SA0053_01___EXPORT.MP3	:::	:::	FVISIO	Le téléphone sonne	iMPRESSO\Magazines_d'information\Le_telephone_sonne
EMISSION RAD.	Titre: Christian BONNET  ministre de l'Interieur  membre du PR - Titre collection:Le telephone sonne - Date:21/02/1978 - Chaine:Radio France - Heure:19:14:30 comment= notice PHD97004181 21/02/1978	PHD97004181	78F05001H1900SA0052_01.MP3	PHD97004181_78F05001H1900SA0052_01_143302_585707_EXPORT.MP3	00:14:33:02	00:58:57:07	FVISIO	Le téléphone sonne	iMPRESSO\Magazines_d'information\Le_telephone_sonne
EMISSION RAD.	Titre: La vie quotidienne en Chine - Titre collection:Le telephone sonne - Date:27/02/1978 - Chaine:Radio France - Heure:19:16:00 comment= notice PHD97004277 27/02/1978	PHD97004277	78F05001H1900SA0058_01.MP3	PHD97004277_78F05001H1900SA0058_01_164801_500704_EXPORT.MP3	00:16:48:01	00:50:07:04	FVISIO	Le téléphone sonne	iMPRESSO\Magazines_d'information\Le_telephone_sonne
EMISSION RAD.	Titre: La preparation des elections legislatives - Titre collection:Le telephone sonne - Date:24/02/1978 - Chaine:Radio France - Heure:19:14:25 comment= notice PHD97004218 24/02/1978	PHD97004218	78F05001H1900SA0055_01.MP3	PHD97004218_78F05001H1900SA0055_01_142515_1013700_EXPORT.MP3	00:14:25:15	01:01:37:00	FVISIO	Le téléphone sonne	iMPRESSO\Magazines_d'information\Le_telephone_sonne
EMISSION RAD.	Titre: La chaptalisation du vin - Titre collection:Le telephone sonne - Date:05/09/1977 - Chaine:Radio France - Heure:19:21:30 comment= notice PHD97006037 05/09/1977	PHD97006037	77F05001H1900SA0248_01.MP3	PHD97006037_77F05001H1900SA0248_01_214020_484117_EXPORT.MP3	00:21:40:20	00:48:41:17	FVISIO	Le téléphone sonne	iMPRESSO\Magazines_d'information\Le_telephone_sonne
EMISSION RAD.	Titre: L'Iran - Titre collection:Le telephone sonne - Date:28/02/1978 - Chaine:Radio France - Heure:19:15:00 comment= notice PHD97004299 28/02/1978	PHD97004299	78F05001H1900SA0059_01.MP3	PHD97004299_78F05001H1900SA0059_01_145024_512016_EXPORT.MP3	00:14:50:24	00:51:20:16	FVISIO	Le téléphone sonne	iMPRESSO\Magazines_d'information\Le_telephone_sonne
EMISSION RAD.	Titre: La SNCF - Titre collection:Le telephone sonne - Date:02/09/1977 - Chaine:Radio France - Heure:19:28:30 comment= notice PHD97006090 02/09/1977	PHD97006090	77F05001H1900SA0245_01.MP3	PHD97006090_77F05001H1900SA0245_01_263812_500222_EXPORT.MP3	00:26:38:12	00:50:02:22	FVISIO	Le téléphone sonne	iMPRESSO\Magazines_d'information\Le_telephone_sonne
EMISSION RAD.	Titre: L'emploi - Titre collection:Le telephone sonne - Date:20/09/1977 - Chaine:Radio France - Heure:19:15:55 comment= notice PHD97006334 20/09/1977	PHD97006334	77F05001H1900SA0263_01.MP3	PHD97006334_77F05001H1900SA0263_01_132816_515711_EXPORT.MP3	00:13:28:16	00:51:57:11	FVISIO	Le téléphone sonne	iMPRESSO\Magazines_d'information\Le_telephone_sonne
EMISSION RAD.	Titre: L'adoption - Titre collection:Le telephone sonne - Date:22/09/1977 - Chaine:Radio France - Heure:19:21:00 comment= notice PHD97006372 22/09/1977	PHD97006372	77F05001H1900SA0265_01.MP3	PHD97006372_77F05001H1900SA0265_01_173107_481720_EXPORT.MP3	00:17:31:07	00:48:17:20	FVISIO	Le téléphone sonne	iMPRESSO\Magazines_d'information\Le_telephone_sonne
EMISSION RAD.	Titre: Le Football-Club de Nantes en Coupe d'Europe - Titre collection:Le telephone sonne - Date:24/09/1977 - Chaine:Radio France - Heure:19:20:40 comment= notice PHD97006409 24/09/1977	PHD97006409	77F05001H1900SA0267_01.MP3	PHD97006409_77F05001H1900SA0267_01_200009_403522_EXPORT.MP3	00:20:00:09	00:40:35:22	FVISIO	Le téléphone sonne	iMPRESSO\Magazines_d'information\Le_telephone_sonne
EMISSION RAD.	Titre: L'euthanasie - Titre collection:Le telephone sonne - Date:26/09/1977 - Chaine:Radio France - Heure:19:18:10 comment= notice PHD97006428 26/09/1977	PHD97006428	77F05001H1900SA0269_01.MP3	PHD97006428_77F05001H1900SA0269_01_163403_525003_EXPORT.MP3	00:16:34:03	00:52:50:03	FVISIO	Le téléphone sonne	iMPRESSO\Magazines_d'information\Le_telephone_sonne
EMISSION RAD.	Titre: Le conflit du Proche Orient - Titre collection:Le telephone sonne - Date:27/09/1977 - Chaine:Radio France - Heure:19:16:00 comment= notice PHD97006446 27/09/1977	PHD97006446	77F05001H1900SA0270_01.MP3	PHD97006446_77F05001H1900SA0270_01_160506_531421_EXPORT.MP3	00:16:05:06	00:53:14:21	FVISIO	Le téléphone sonne	iMPRESSO\Magazines_d'information\Le_telephone_sonne
EMISSION RAD.	Titre: La cardiologie - Titre collection:Le telephone sonne - Date:28/09/1977 - Chaine:Radio France - Heure:19:16:35 comment= notice PHD97006458 28/09/1977	PHD97006458	77F05001H1900SA0271_01.MP3	PHD97006458_77F05001H1900SA0271_01_162705_500913_EXPORT.MP3	00:16:27:05	00:50:09:13	FVISIO	Le téléphone sonne	iMPRESSO\Magazines_d'information\Le_telephone_sonne
EMISSION RAD.	Titre: L'obesite - Titre collection:Le telephone sonne - Date:29/09/1977 - Chaine:Radio France - Heure:19:17:50 comment= notice PHD97006479 29/09/1977	PHD97006479	77F05001H1900SA0272_01.MP3	PHD97006479_77F05001H1900SA0272_01_165103_511007_EXPORT.MP3	00:16:51:03	00:51:10:07	FVISIO	Le téléphone sonne	iMPRESSO\Magazines_d'information\Le_telephone_sonne
EMISSION RAD.	Titre: La loi sur les prelevements d'organes - Titre collection:Le telephone sonne - Date:05/04/1978 - Chaine:Radio France - Heure:19:26:20 comment= notice PHD97006522 05/04/1978	PHD97006522	78F05001H1900SA0095_01.MP3	PHD97006522_78F05001H1900SA0095_01_261107_544212_EXPORT.MP3	00:26:11:07	00:54:42:12	FVISIO	Le téléphone sonne	iMPRESSO\Magazines_d'information\Le_telephone_sonne
EMISSION RAD.	Titre: L'Europe - Titre collection:Le telephone sonne - Date:07/04/1978 - Chaine:Radio France - Heure:19:21:20 comment= notice PHD97006539 07/04/1978	PHD97006539	78F05001H1900SA0097_01.MP3	PHD97006539_78F05001H1900SA0097_01_194902_555700_EXPORT.MP3	00:19:49:02	00:55:57:00	FVISIO	Le téléphone sonne	iMPRESSO\Magazines_d'information\Le_telephone_sonne
EMISSION RAD.	Titre: Les combats au Liban - Titre collection:Le telephone sonne - Date:13/04/1978 - Chaine:Radio France - Heure:19:17:55 comment= notice PHD97006584 13/04/1978	PHD97006584	78F05001H1900SA0103_01.MP3	PHD97006584_78F05001H1900SA0103_01_175122_554911_EXPORT.MP3	00:17:51:22	00:55:49:11	FVISIO	Le téléphone sonne	iMPRESSO\Magazines_d'information\Le_telephone_sonne
EMISSION RAD.	Titre: La liberation de Christian MASSE - Titre collection:Le telephone sonne - Date:17/04/1978 - Chaine:Radio France - Heure:19:16:15 comment= notice PHD97006590 17/04/1978	PHD97006590	78F05001H1900SA0107_01.MP3	PHD97006590_78F05001H1900SA0107_01_150521_464812_EXPORT.MP3	00:15:05:21	00:46:48:12	FVISIO	Le téléphone sonne	iMPRESSO\Magazines_d'information\Le_telephone_sonne
EMISSION RAD.	Titre: L'affaire Aldo MORO - Titre collection:Le telephone sonne - Date:18/04/1978 - Chaine:Radio France - Heure:19:24:35 comment= notice PHD97006597 18/04/1978	PHD97006597	78F05001H1900SA0108_01.MP3	PHD97006597_78F05001H1900SA0108_01_493708_495109_EXPORT.MP3	00:49:37:08	00:49:51:09	FVISIO	Le téléphone sonne	iMPRESSO\Magazines_d'information\Le_telephone_sonne
EMISSION RAD.	Titre: 4eme anniversaire de la revolution portugaise - Titre collection:Le telephone sonne - Date:24/04/1978 - Chaine:Radio France - Heure:19:21:05 comment= notice PHD97006646 24/04/1978	PHD97006646	78F05001H1900SA0114_01.MP3	PHD97006646_78F05001H1900SA0114_01_185115_533209_EXPORT.MP3	00:18:51:15	00:53:32:09	FVISIO	Le téléphone sonne	iMPRESSO\Magazines_d'information\Le_telephone_sonne
